Job URL,Job Title,Company Name,Location,Salary,Job Type,Job Description,Experience Required,Qualifications,Security Clearance,Job Location,Position Type,Programming Languages
https://www.indeed.com/rc/clk?jk=114b5e60b4f0b37a&bb=olBoqHirA0NjiZFjSiV7lNlfNugcmMBbLlay3h0FcMscXzkUvLe5n8_BZYMgH6Ej09iEFfNUklHYBQCnfXhfrm1s1PkAiKm37asmcVHR0kGNxnHfbA1PwQ%3D%3D&xkcb=SoAS67M3BhbFFzWC7J0KbzkdCdPP&fccid=db25687464a9ecf6&vjs=3,Digital Intel Analyst,Home,"Atlanta, GA 30332",$24.04 an hour,Full-time,"About Us

Overview
Georgia Tech prides itself on its technological resources, collaborations, high-quality student body, and its commitment to building an outstanding and diverse community of learning, discovery, and creation. We strongly encourage applicants whose values align with our institutional values, as outlined in our Strategic Plan. These values include academic excellence, diversity of thought and experience, inquiry and innovation, collaboration and community, and ethical behavior and stewardship. Georgia Tech has policies to promote a healthy work-life balance and is aware that attracting faculty may require meeting the needs of two careers.

About Georgia Tech
Georgia Tech is a top-ranked public research university situated in the heart of Atlanta, a diverse and vibrant city with numerous economic and cultural strengths. The Institute serves more than 45,000 students through top-ranked undergraduate, graduate, and executive programs in engineering, computing, science, business, design, and liberal arts. Georgia Tech's faculty attracted more than $1.4 billion in research awards this past year in fields ranging from biomedical technology to artificial intelligence, energy, sustainability, semiconductors, neuroscience, and national security. Georgia Tech ranks among the nation's top 20 universities for research and development spending and No. 1 among institutions without a medical school.

Georgia Tech's Mission and Values
Georgia Tech's mission is to develop leaders who advance technology and improve the human condition. The Institute has nine key values that are foundational to everything we do:
1. Students are our top priority.
2. We strive for excellence.
3. We thrive on diversity.
4. We celebrate collaboration.
5. We champion innovation.
6. We safeguard freedom of inquiry and expression.
7. We nurture the wellbeing of our community.
8. We act ethically.
9. We are responsible stewards.

Over the next decade, Georgia Tech will become an example of inclusive innovation, a leading technological research university of unmatched scale, relentlessly committed to serving the public good; breaking new ground in addressing the biggest local, national, and global challenges and opportunities of our time; making technology broadly accessible; and developing exceptional, principled leaders from all backgrounds ready to produce novel ideas and create solutions with real human impact.

Location

Atlanta, GA
Job Summary

Under the Criminal Investigations Division of the Georgia Tech Police Department, support investigators with online searches, data retrieval, and online data tracking. Provide online support for investigators when needed and provides on-call data retrieval. Investigate, analyze, obtain, compile, and disseminate records and information to assist law enforcement personnel with all types of criminal investigations. This position will interact on a regular basis with: Institute and unit management, faculty, staff, students, and vendors. This position typically will advise and counsel: Unit management and staff, faculty, staff, students, and vendors. This position will supervise: N/A.",,,,No,Preferred,Not specified
https://www.indeed.com/rc/clk?jk=61dea8e7470ca0f7&bb=olBoqHirA0NjiZFjSiV7lB6id_ZDKDtJsBkXkTPJlahXEBEcYRbcP0AMPzv9x_K-Uqfjmygea_4ZvBB3UCIIOH_r70KMtsRoauv-t68xpY-zHEnUGuxFxtP34vGuIxWy&xkcb=SoCP67M3BhbFFzWC7J0JbzkdCdPP&fccid=7136762d065a5ad7&vjs=3,Software Engineer,Home,"Atlanta, GA","$78,100 - $114,510 a year",Full-time,"Job Requisition ID #
24WD77040
Position Overview
The Digital Customer Experience (DXC) team's Customer Success domain is looking for a Senior Software Engineer, Backend. You will report into Senior Manager, Engineering. You will focus on delivering reliable and scalable backend API services to support the frontend web experiences for our customers, providing new ways for them to interact with Autodesk. You will help contribute to the backend development of our Learn platform, using Node.js, Java, Python, Docker and other web and DevOps technologies. This requires understanding complex requirements, back-office systems, and user experience flows, all while delivering a feature-rich support platform to have direct impact on our customers.",,,,,"Yes, 5+ years",Preferred
https://www.indeed.com/rc/clk?jk=afc105ccb59e0d0c&bb=olBoqHirA0NjiZFjSiV7lAJFhgWf_FipnvxuM0UQaRPWNx5uTDUX8LesaQ-3hlQ1AQ0x6_bGL31-Eo_L8iEBo7oEPLsXPLSZbSva7DlPMweTwk1_Wek5U6ENkOLIJJBe&xkcb=SoA767M3BhbFFzWC7J0IbzkdCdPP&fccid=684336227770390e&vjs=3,Mid-Level Software Developer,Home,"Atlanta, GA",,Full-time,"About Our Company:
Delmock Technologies, Inc. (DTI) is seeking a Mid-Level Software Engineer to explore exciting career opportunities. DTI is a leading HUBZone business in Baltimore, known for delivering innovated IT and Health solutions with a commitment to ethics, excellence, and superior customer service. At DTI, we balance continuous growth and innovation with a strong dedication to corporate social responsibility. Recently ranked as high as #3 among HUBZone companies in a GOVWIN survey, DTI offers a dynamic environment for those passionate about impactful projects, community involvement, and contributing to a top-ranking Federal project support team.
Join our talented team and be part of a company that values both professional excellence, community impact, and diversity of ideas. DTI is committed to hiring and maintaining a diverse workforce. We are an equal opportunity employer making decisions without regard to race, color, religion, sex, national origin, age, veteran status, disability, or any other protected class.",,,,,Yes (Mid-Level),
https://www.indeed.com/rc/clk?jk=cbed4d32638fd843&bb=olBoqHirA0NjiZFjSiV7lGYAx62WMnWraCKLECbnoCG0tWJfl6FVj-7nu6pf0268nPmMeY3n5fHxB16yM-3-WM2H0XNp1MBeJsFd0iZDeQsrpPs8w7vfWA%3D%3D&xkcb=SoC167M3BhbFFzWC7J0PbzkdCdPP&fccid=029ef11f3460ce22&vjs=3,Entry-Level Software Consultant,Home,"271 17th St NW Ste 610, Atlanta, GA 30363",,Full-time,"Entry-Level Software Consultants will assist the implementation team in designing, implementing, and testing the necessary configuration changes to a number of packaged products within the Oracle Utilities suite of solutions.
As a Consultant, a Typical Day Might Include the Following
Will work as part of a small to medium sized team throughout the entire software development lifecycle
Travel on-site. Yes, this position requires up to 80% travel to work with our clients face to face or work out of our Atlanta-based office. Generally, spend Monday through Thursday on the road
The location of clients varies but is generally within the United States and Canada. International projects may be available in the future
Facilitating requirements discussions with business subject matter experts
Creating requirements documentation
Designing a solution based on the designated software applications
Configuring software using application-specific configuration tools
Testing software modifications
Rolling out production environments
Training clients
And providing production support",,,,,"Yes, 0 years (entry-level)",
https://www.indeed.com/rc/clk?jk=e0a8f70985dcca09&bb=olBoqHirA0NjiZFjSiV7lE9Hw3cNq9b3VA1gZp4_p0emupfO5paw5RAzFLHQzzAAMugvcdIiCovotrQFAhtPIyAufh6CXqWsIHTYYksOO8oQDN-hOaPKWA%3D%3D&xkcb=SoAB67M3BhbFFzWC7J0ObzkdCdPP&fccid=fcf465e707df52fb&vjs=3,Applications Developer,Home,"Atlanta, GA 30328",,Full-time,"Before you apply to a job, select your language preference from the options available at the top right of this page.
Explore your next opportunity at a Fortune Global 500 organization. Envision innovative possibilities, experience our rewarding culture, and work with talented teams that help you become better every day. We know what it takes to lead UPS into tomorrow—people with a unique combination of skill + passion. If you have the qualities and drive to lead yourself or teams, there are roles ready to cultivate your skills and take you to the next level.
Job Description:
Job Summary
This position performs duties and tasks to support full systems life cycle management (e.g., analyses, technical requirements, design, coding, testing, implementation of systems and applications software, etc.). He/She performs tasks within planned durations and established deadlines. This position collaborates with teams to ensure effective communication and support the achievement of objectives. He/She provides development, maintenance, and support for applications.",,,,,,
https://www.indeed.com/rc/clk?jk=c1c491900aa41f6f&bb=olBoqHirA0NjiZFjSiV7lJAd5o4_K_4m1DjHpjaLir-Mlpo-CVwQkGnWNnHLa66pLKipnsmzZlyiAxctJp8OqsWkKxPV6vwdKrVC1pqM93Y_B3CcR6pKBA%3D%3D&xkcb=SoCc67M3BhbFFzWC7J0NbzkdCdPP&fccid=734cb5a01ee60f80&vjs=3,Software Engineer II,Home,"Atlanta, GA","$94,300 - $182,600 a year",Full-time,"Do you love the engineering challenges of designing and delivering cutting-edge cloud-scale distributed systems technologies? Do you want to enable cloud and container based applications that are fault-tolerant, self-managing, self-healing and easily operated at massive scale on public or private datacenters around the world? Do you want to be part of a fast paced and energetic team that’s building the next generation of serverless container infrastructure for Azure?

Azure Service Fabric, within Azure Core, is a highly decentralized runtime that abstracts and solves some of the hardest distributed systems problems, like failure detection, leader election, and replicated state machines and provides a managed experience that simplifies infrastructure management enabling critical first and third-party services, including Azure Control Plane, SQL DB, Cosmos DB to build hyper-scale, reliable, and available systems. We are looking for a Software Engineer II to help deliver the innovations that will power the next set of Azure AI and Data services. Our team supports working from home partially or fully. In alignment with our Microsoft values, we are committed to cultivating an inclusive work environment for all employees to positively impact our culture every day.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.",,,,"Yes, 2 years",,
https://www.indeed.com/rc/clk?jk=c1ad3c05d353284b&bb=olBoqHirA0NjiZFjSiV7lH8-xgJTeHYd-jPbsRw8bzKvBP2xEP3fy7vje3zAPEIxKMJBsCMr_VlX5rg-8Nm8WOHGmPy5fVBwOsuB_26n3_FI-pkh0yl79ezy0wT1hduu&xkcb=SoAo67M3BhbFFzWC7J0MbzkdCdPP&fccid=684336227770390e&vjs=3,Web Developer,Home,"Atlanta, GA",,Full-time,"About Our Company:
Delmock Technologies, Inc. (DTI) is seeking a Web Developer to explore exciting career opportunities. DTI is a leading HUBZone business in Baltimore, known for delivering innovated IT and Health solutions with a commitment to ethics, excellence, and superior customer service. At DTI, we balance continuous growth and innovation with a strong dedication to corporate social responsibility. Recently ranked as high as #3 among HUBZone companies in a GOVWIN survey, DTI offers a dynamic environment for those passionate about impactful projects, community involvement, and contributing to a top-ranking Federal project support team.
Join our talented team and be part of a company that values both professional excellence, community impact, and diversity of ideas. DTI is committed to hiring and maintaining a diverse workforce. We are an equal opportunity employer making decisions without regard to race, color, religion, sex, national origin, age, veteran status, disability, or any other protected class.
Client Information:
The Centers for Disease Control and Prevention’s (CDC) Division of HIV Prevention (DHP) focus on high impact prevention of HIV—by preventing new HIV infections, improving health outcomes for persons with HIV, and reducing HIV related disparities and health inequities.
DHP develops and maintains a variety of data and information systems to support its mission, including systems to collect, transmit, store, and analyze data for HIV/AIDS surveillance, epidemiology, and program monitoring and evaluation. We are looking for IT and public health partners including statisticians, researchers, behavioral scientists, computer scientists, public health advisors/analysts, budget analysts, and other program staff.",,,,,No mention of experience requirement,
https://www.indeed.com/rc/clk?jk=d6b86eaa07ed20b0&bb=olBoqHirA0NjiZFjSiV7lOcj5cy4rCMB_WLHT1tlvd8HS193ahAlXnv6O3HMSAlxxxBCaX0o8GEs2-fH76VYnBfy_SRNTF0jREMGHWXU03TvRzOsMGAx2S-RhfQYURB1&xkcb=SoDB67M3BhbFFzWC7J0DbzkdCdPP&fccid=72bc26db68a08299&vjs=3,Junior Technical Analyst,Home,"Alpharetta, GA 30022",,Full-time,"Ashton Woods is more than just a home builder. From the sale of our first home in 1989 to recently being named Builder of the Year by Builder Magazine, our focus has always been on blazing new trails and pushing the boundaries of what’s possible in homebuilding. Ashton Woods, the #1 private home builder in the United States, markets its homes through its two award-winning brands, Ashton Woods and Starlight Homes. The Ashton Woods brand is known for designing thoughtfully curated, inspired homes for people who love design. The Starlight Homes brand builds homes specifically for the first-time homebuyer, offering affordable homes with well-executed designs and quality finishes for buyers looking to make the dream of home ownership a reality. Headquartered in Atlanta, Georgia; Ashton Woods sells new homes in Atlanta, Austin, Charleston, Dallas, Houston, Nashville, Orlando, Phoenix, Raleigh, San Antonio, and Tampa.
Jr. Technical Analyst or IT Support Specialist
Job Summary: We are seeking a skilled and proactive IT Technical Analyst/Support Specialist to join our team. As an IT Support Specialist, you will play a crucial role in maintaining our technology infrastructure, providing technical assistance to employees, and ensuring smooth IT operations.",,,,,"Yes, 1 year",
https://www.indeed.com/rc/clk?jk=d273800517d1ca78&bb=olBoqHirA0NjiZFjSiV7lPUJOYZCRDVgKR2ooTl3a3Iw1uwfHBKMiI_Hp446L0Z8B1B1MbSIIt1PlFYqWN4d1Pxk2WlwNifQXx7G2iX9PknLClTavFbxwQ%3D%3D&xkcb=SoB167M3BhbFFzWC7J0CbzkdCdPP&fccid=5d7180a195e12cf4&vjs=3,Business Collaboration Software Support,Home,"1575 Northeast Expy NE, Brookhaven, GA 30329",,Full-time,,,,,,No entry found for Experience,
https://www.indeed.com/rc/clk?jk=87cb48d3fe77c870&bb=olBoqHirA0NjiZFjSiV7lGTdyVCxJtk4IzO1f7l92Sge8Lf1PDmzF-TEF9CITgoMZ_koKwYMCjRenw-5uWNC4GmcH4PR6l1tn9qse6shCMA98KM_1iz9EA%3D%3D&xkcb=SoDo67M3BhbFFzWC7J0BbzkdCdPP&fccid=aeb15e43a6800b9d&vjs=3,Software Engineer - Early Career,Home,"Marietta, GA",,Full-time,,,,,,No,
https://www.indeed.com/rc/clk?jk=d294f0230251eee2&bb=olBoqHirA0NjiZFjSiV7lIMRgb1rPVsBG3ZK7GLBlJBZoyqqWJWYbUmhgmEdJxBtfa8eTt5GKHXljq1DLkeZwHoInd3QAel96oyECrCvNt3WN45kuAPkMOdYhMma_EIE&xkcb=SoBc67M3BhbFFzWC7J0AbzkdCdPP&fccid=72bc26db68a08299&vjs=3,Junior IT Applications Analyst,Home,"Alpharetta, GA 30022",,,"Ashton Woods is more than just a home builder. From the sale of our first home in 1989 to recently being named Builder of the Year by Builder Magazine, our focus has always been on blazing new trails and pushing the boundaries of what’s possible in homebuilding. Ashton Woods, the #1 private home builder in the United States, markets its homes through its two award-winning brands, Ashton Woods, and Starlight Homes. The Ashton Woods brand is known for designing thoughtfully curated, inspired homes for people who love design. The company’s commitment to innovation and continually evolving to meet the needs of the market is a key reason we are one of the most celebrated homebuilders in the nation. Headquartered in Atlanta, Georgia; Ashton Woods sells new homes in Atlanta, Austin, Charleston, Dallas, Houston, Nashville, Orlando, Phoenix, Raleigh, San Antonio, and Tampa.
Position Overview:
We are seeking an organized, proactive IT Applications Analyst with excellent communication skills to join our team. You will work within the Information Technology team, providing support, troubleshooting, account set up; and the collection, analysis, and reporting of data.",,,,,No entry found for Experience Required,
https://www.indeed.com/rc/clk?jk=e5c1c97f21fa5c6a&bb=olBoqHirA0NjiZFjSiV7lG1alrF2Lb7zwZPfrenkbkhN0bkU1MvIM4snJc2pLq-RbuKZS29tbXYJ0UFfR5pZBbX0kr3hVQKUvOPwwfiHPwYs3ihFcC1EpZEY4_qTc4Yv&xkcb=SoDS67M3BhbFFzWC7J0HbzkdCdPP&fccid=4cbc0073e58bc8c7&vjs=3,Application Support Analyst II,Home,"100 Cherokee Street, Marietta, GA 30060","$63,814.44 - $84,554.14 a year",Full-time,,,,,,,No
